sentence,emotion,cleaned_text
My crush smiled at me in class today yay,surprise,my crush smiled at me in class today yay
I love you more than anything in life.,love,i love you more than anything in life.
I hate how slow this internet connection is ughh,anger,i hate how slow this internet connection is ughh
My neighbor's music is too loud and annoying.,anger,my neighbor's music is too loud and annoying.
She's been on my mind nonstop lately honestly.,love,she's been on my mind nonstop lately honestly.
Just had a disappointing conversation with a friend,sadness,just had a disappointing conversation with a friend
This situation is making me incredibly angry now.,anger,this situation is making me incredibly angry now.
"Clearly, tonight's concert was the highlight of my summer.",happiness,"clearly, tonight's concert was the highlight of my summer."
I have a bad feeling about tonight's party somehow,fear,i have a bad feeling about tonight's party somehow
I feel like the luckiest person alive with you,love,i feel like the luckiest person alive with you
This person's attitude is really pissing me off today.,anger,this person's attitude is really pissing me off today.
Meeting her was totally the highlight of my year.,happiness,meeting her was totally the highlight of my year.
Everything about this moment feels totally perfect.,happiness,everything about this moment feels totally perfect.
This weather forecast better not be wrong or else...,anger,this weather forecast better not be wrong or else...
This creepy movie is really giving me the chills,fear,this creepy movie is really giving me the chills
I'm beyond frustrated with this stupid computer,anger,i'm beyond frustrated with this stupid computer
Today was just one of those tough days for me.,sadness,today was just one of those tough days for me.
I am not having a good day thanks to him,anger,i am not having a good day thanks to him
My internet connection is ridiculously slow right now ugh.,anger,my internet connection is ridiculously slow right now ugh.
You mean so much to me right now.,love,you mean so much to me right now.
Being around you makes me feel so at peace.,love,being around you makes me feel so at peace.
My morning was ruined by a bad coffee.,anger,my morning was ruined by a bad coffee.
Didn't have the best day at work today somehow,sadness,didn't have the best day at work today somehow
I'm shocked at how well the party turned out tonight,surprise,i'm shocked at how well the party turned out tonight
This surprise party makes me feel rather delighted tonight.,happiness,this surprise party makes me feel rather delighted tonight.
This new team member is rather exciting to work with.,happiness,this new team member is rather exciting to work with.
This situation is really pissing me off now too.,anger,this situation is really pissing me off now too.
"Oh my god, this is crazy right now!",surprise,"oh my god, this is crazy right now!"
Everything's going really well for me today somehow.,happiness,everything's going really well for me today somehow.
Being with you feels like home to me already,love,being with you feels like home to me already
I'm so done with this project at work already,anger,i'm so done with this project at work already
I'm surprised I got so much done already.,surprise,i'm surprised i got so much done already.
My heart skipped a beat when I saw your text.,love,my heart skipped a beat when i saw your text.
"Everything's falling into place this week, feels amazing.",happiness,"everything's falling into place this week, feels amazing."
Our friendship means a lot to me right now.,love,our friendship means a lot to me right now.
. Can't believe they cancelled our plans without notice again,anger,. can't believe they cancelled our plans without notice again
This rain is totally ruining my mood today too.,anger,this rain is totally ruining my mood today too.
"You always know how to make me smile, thanks.",love,"you always know how to make me smile, thanks."
I never expected to see you here today.,surprise,i never expected to see you here today.
My week has been pretty tough so far honestly.,sadness,my week has been pretty tough so far honestly.
Everything's falling into place somewhat beautifully today.,happiness,everything's falling into place somewhat beautifully today.
Today reminded me why I love him so much.,love,today reminded me why i love him so much.
My mind is blown by that revelation just now.,surprise,my mind is blown by that revelation just now.
